PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Blue (460 nm) auto fluorescence outcome,Sample Source
2604,144206157,72159,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2605,144206158,5311,Inconclusive,5,,,inconclusive,inconclusive agonist,0.239145,20.169,inactive,,0,inactive,,0,inactive,NCGCChem
2606,144206159,60196298,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2607,144206160,448223,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2608,144206161,2789,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2609,144206162,3261,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2610,144206163,5359271,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2611,144206164,3345,Active,48,,,active agonist,active agonist,22.1476,87.7656,inactive,,0,active agonist,20.5113,100.543,inactive,SigmaAldrich
2612,144206165,5462328,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2613,144206166,43032,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2614,144206167,5484366,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2615,144206168,4890,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2616,144206169,16078,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2617,144206170,5556,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2618,144206171,8367,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Asinex
2619,144206172,138477,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Asinex
2620,144206173,5284516,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Chembridge
2621,144206174,65681,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Chembridge
2622,144206175,75194,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Labotest
2623,144206176,83975,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2624,144206177,135659063,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
2625,144206178,443946,Inconclusive,5,,,inconclusive,inconclusive antagonist,1.00846,-34.9951,inactive,,0,inconclusive agonist,0.0379019,29,inactive,Pharmeks
2626,144206179,4116,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa Aesar
2627,144206180,59227,Inconclusive,5,,,inconclusive,inconclusive antagonist,21.3138,-30.9002,active agonist,22.1476,38.3428,inactive,,0,inactive,Bosche
2628,144206181,443936,Active,60,,,active agonist,active agonist,0.0351016,87.6863,inactive,,0,active agonist,0.0425266,95.7814,inactive,SigmaAldrich
2629,144206182,9887053,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,NCI
2630,144206183,387447,Inactive,0,,,inactive,inactive,,0,active agonist,1.34481,29,inconclusive agonist,0.301065,39.0348,inactive,NCI
2631,144206184,11219835,Inconclusive,5,,,inconclusive,active antagonist,3.93847,-47.7061,active agonist,6.00704,77.8873,inconclusive agonist,2.25767,21.3364,inactive,NCGCChem
2632,144206185,131535,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Toronto Research
2633,144206186,126565,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-25.6319,inconclusive agonist,16.9301,34.9674,active agonist,0.119856,34.8529,inactive,Toronto Research
2634,144206187,213039,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Toronto Research
2635,144206188,3052775,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Toronto Research
2636,144206189,444030,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,17.9333,26.2548,inactive,,0,inactive,Toronto Research
2637,144206190,5625,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Toronto Research
2638,144206191,6917715,Active,58,,,active agonist,active agonist,0.0072777,67.3898,inactive,,0,active agonist,0.00648625,61.9086,inactive,Toronto Research
2639,144206192,154058,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Toronto Research
2640,144206193,135413534,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Toronto Research
2641,144206194,163701,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Toronto Research
2642,144206195,110635,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Toronto Research
2643,144206196,5936,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Toronto Research
2644,144206197,60749,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Toronto Research
2645,144206198,456389,Inconclusive,5,,,inconclusive,active antagonist,11.9856,-36.2468,active agonist,11.5344,40.0134,inactive,,0,inactive,ATI
2646,144206199,8550,Inconclusive,5,,,inconclusive,inconclusive antagonist,5.35378,-57.6215,active agonist,22.1476,149.904,active agonist,16.9301,107.06,inconclusive,ATI
2647,144206200,9568628,Active,59,,,active agonist,active agonist,0.425266,122.034,inactive,,0,active agonist,0.106822,92.2304,inactive,Toronto Research
2648,144206201,23716429,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2649,144206202,69092,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2650,144206203,72060,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2651,144206204,14759,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2652,144206205,71773,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2653,144206206,8430,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2654,144206207,156418,Inconclusive,5,,,inconclusive,inconclusive agonist,26.8325,182.2,active antagonist,27.8822,-58.8301,inconclusive antagonist,26.8325,-38.3611,inactive,SigmaAldrich
2655,144206208,16161315,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LKT Lab
2656,144206209,3084014,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Timtec
2657,144206210,44151582,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2658,144206211,135413505,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2659,144206212,160243,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2660,144206213,6917754,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2661,144206214,54679224,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2662,144206215,60196300,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2663,144206216,65906,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2664,144206217,5284515,Inconclusive,5,,,inconclusive,inconclusive antagonist,23.9145,-54.7493,inconclusive agonist,26.8325,36.6736,inactive,,0,inactive,Bosche
2665,144206218,135413497,Inconclusive,5,,,inconclusive,active antagonist,16.2927,-38.6731,inconclusive agonist,14.2449,31.5409,inactive,,0,inactive,Chembridge
2666,144206219,82146,Inconclusive,5,,,inconclusive,inconclusive antagonist,10.6822,-24.9907,inactive,,0,inactive,,0,inactive,CiVentiChem
2667,144206220,10126299,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
2668,144206221,111332,Active,58,,,active agonist,active agonist,0.15089,97.138,inactive,,0,active agonist,0.119856,93.5582,inactive,InterBioScreen
2669,144206222,231084,Active,78,,,active agonist,active agonist,0.0106822,169.661,inactive,,0,active agonist,0.00989298,148.546,inactive,InterBioScreen
2670,144206223,5280899,Inconclusive,5,,,inconclusive,inconclusive antagonist,26.8325,-38.9725,active agonist,22.1476,38.739,inconclusive agonist,7.13938,21.6529,inactive,Sequoia
2671,144206224,6917974,Inconclusive,5,,,inconclusive,inconclusive,,,inactive,,0,inconclusive agonist,,,inactive,Sequoia
2672,144206225,387447,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,,inconclusive agonist,0.00952052,44.1784,inconclusive agonist,,,inactive,Sequoia
2673,144206226,135409535,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2674,144206227,5284572,Inconclusive,20,,,active antagonist,active antagonist,9.52052,-59.1818,inconclusive agonist,2.68325,29.7433,inconclusive antagonist,15.9831,-25.8123,inactive,SigmaAldrich
2675,144206228,656612,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2676,144206229,60196301,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2677,144206230,135445749,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2678,144206231,4677,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2679,144206232,26197,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2680,144206233,1174,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2681,144206234,7888,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2682,144206235,114750,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Tocris
2683,144206236,71454,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,23.9145,-29.2329,inactive,,0,inactive,Tocris
2684,144206237,3338,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ChemSampCo
2685,144206238,3763,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Matrix Scientific
2686,144206239,60196302,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2687,144206240,5282184,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2688,144206241,9985,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2689,144206242,33344,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2690,144206243,6970,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2691,144206244,71386,Active,49,,,active agonist,active agonist,2.05113,47.5597,inactive,,0,active agonist,1.69301,49.9502,inactive,SigmaAldrich
2692,144206245,105024,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2693,144206246,1053,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2694,144206247,,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2695,144206248,3033817,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2696,144206249,23697816,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2697,144206250,57331769,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2698,144206251,60196303,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2699,144206252,8736,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2700,144206253,31378,Active,69,,,active agonist,active agonist,0.0205113,131.24,inactive,,0,active agonist,0.0169301,119.932,inactive,NCI
2701,144206254,20056743,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2702,144206255,23724801,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2703,144206256,443970,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2704,144206257,17671,Inconclusive,5,,,inconclusive,inconclusive antagonist,4.77156,-48.6475,inconclusive agonist,1.5089,44.3628,inactive,,0,inactive,NCI
2705,144206258,25381,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2706,144206259,3084014,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,NCI
2707,144206260,13985,Inconclusive,5,,,inconclusive,inconclusive agonist,23.9145,350.32,inconclusive antagonist,21.3138,-74.1883,active antagonist,18.2807,-34.5654,inactive,NCI
2708,144206261,23671932,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2709,144206262,23675747,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2710,144206263,541384,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2711,144206264,26951,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2712,144206265,2795,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2713,144206266,443942,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2714,144206267,3011155,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2715,144206268,192160,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2716,144206269,35805,Inconclusive,5,,,inconclusive,inconclusive antagonist,25.3315,-40.9151,inactive,,0,inactive,,0,inactive,NCI
2717,144206270,14668,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2718,144206271,66251,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,NCI
2719,144206272,441412,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2720,144206273,10578,Inconclusive,5,,,inconclusive,active agonist,18.9959,246.97,active antagonist,14.5209,-80.0417,active antagonist,17.5925,-46.0597,inactive,NCI
2721,144206274,155032,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2722,144206275,42373,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2723,144206276,29112,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2724,144206277,33309,Inconclusive,5,,,inconclusive,inconclusive agonist,7.56242,53.5032,inactive,,0,inactive,,0,inactive,NCI
2725,144206278,108143,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2726,144206279,10114,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2727,144206280,6433412,Inconclusive,5,,,inconclusive,inconclusive antagonist,23.9145,-46.571,active agonist,15.089,54.3942,inactive,,0,inactive,NCI
2728,144206281,15559221,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2729,144206282,8310,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2730,144206283,5281082,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,1.00846,30.2445,inactive,NCI
2731,144206284,6433356,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,NCI
2732,144206285,21517,Inconclusive,10,,,inconclusive antagonist,inconclusive antagonist,1.42449,-31.1481,inconclusive agonist,,,inconclusive antagonist,18.9959,-36.2663,inactive,NCI
2733,144206286,5358941,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2734,144206287,53477580,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2735,144206288,5388983,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,NCI
2736,144206289,3062316,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,Toronto Research
2737,144206290,77993,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Toronto Research
2738,144206291,60196304,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,Toronto Research
2739,144206292,60196305,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Toronto Research
2740,144206293,16051969,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Toronto Research
2741,144206294,3561,Inconclusive,5,,,inconclusive,inconclusive antagonist,17.9333,-48.1014,inconclusive agonist,21.3138,53.8352,inactive,,0,inactive,NCI
2742,144206295,60196306,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2743,144206296,13916,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,6.74001,21.2575,inactive,,0,inactive,NCI
2744,144206297,3000579,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2745,144206298,22549,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2746,144206299,2569,Inconclusive,20,,,active antagonist,active antagonist,9.52052,-75.355,active agonist,23.9145,83.2956,inconclusive antagonist,3.57817,-24.8223,inactive,NCI
2747,144206300,283654,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2748,144206301,12164,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,26.8325,166.801,inconclusive,,,inconclusive agonist,,,inactive,NCI
2749,144206302,20906,Inconclusive,5,,,inconclusive,inconclusive antagonist,1.79333,-33.2164,inconclusive agonist,1.69301,33.7015,inactive,,0,inactive,NCI
2750,144206303,5284616,Inconclusive,20,,,active antagonist,active antagonist,19.7391,-78.0858,inconclusive agonist,23.9145,86.8761,inconclusive antagonist,25.3315,-30.1769,inactive,NCI
2751,144206304,5284610,Inconclusive,5,,,inconclusive,active antagonist,8.81713,-71.9363,active agonist,23.9145,80.7666,inactive,,0,inconclusive,NCI
2752,144206305,4099,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2753,144206306,410467,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2754,144206307,5280757,Inconclusive,5,,,inconclusive,active agonist,26.8325,51.6962,active antagonist,25.8222,-40.0293,inactive,,0,inactive,NCI
2755,144206308,24244,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2756,144206309,72120,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2757,144206310,9296,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2758,144206311,66826,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2759,144206312,66829,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2760,144206313,68952,Active,71,,,active agonist,active agonist,0.0162927,137.702,inactive,,0,active agonist,0.0115344,130.467,inactive,NCI
2761,144206314,6999,Active,51,,,active agonist,active agonist,13.4481,153.666,inconclusive antagonist,,-20.5884,inconclusive agonist,9.52052,87.9174,inactive,NCI
2762,144206315,108150,Inconclusive,20,,,active antagonist,active antagonist,0.106822,-56.6129,inactive,,0,inconclusive antagonist,0.0337801,-21.2131,inconclusive,NCI
2763,144206316,65781,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2764,144206317,8365,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2765,144206318,791,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2766,144206319,142752,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2767,144206320,23662354,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2768,144206321,23691029,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2769,144206322,60196307,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2770,144206323,60196308,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
2771,144206324,65628,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
2772,144206325,14708,Active,63,,,active agonist,active agonist,0.00393847,84.2886,inactive,,0,active agonist,0.00379019,103.123,inactive,ACC
2773,144206326,5432,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
2774,144206327,2449,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
2775,144206328,54158,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
2776,144206329,92140,Inconclusive,5,,,inconclusive,active antagonist,23.9145,-93.3295,active agonist,23.0141,135.43,inconclusive agonist,6.36298,23.1062,inactive,ACC
2777,144206330,6505,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ACC
